age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
56,Local-gov,159522.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,233280.0,11th,7,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
23,Private,208881.0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
24,Private,220429.0,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
47,Private,49247.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Germany,<=50K
59,Local-gov,298215.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
40,Federal-gov,334113.0,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,>50K
45,Private,241346.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,80467.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
64,Self-emp-not-inc,169112.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,15,United-States,<=50K
23,Private,114042.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,205664.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,?,<=50K
34,Self-emp-not-inc,162301.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
30,Self-emp-not-inc,52565.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Self-emp-not-inc,124420.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
50,Self-emp-not-inc,201263.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,286750.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,16,United-States,<=50K
20,Private,145504.0,Bachelors,13,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,30,United-States,<=50K
24,Private,179484.0,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,28,United-States,<=50K
46,Self-emp-not-inc,112584.0,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,?,129876.0,12th,8,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K
47,?,99065.0,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,Poland,<=50K
36,Private,34218.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,116375.0,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
45,Private,268022.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
35,Private,349368.0,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
21,?,119098.0,Some-college,10,Never-married,?,Own-child,White,Male,1055,0,25,United-States,<=50K
46,Private,428350.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
47,Private,54932.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,48895.0,Assoc-voc,11,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
53,Private,182117.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,421871.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,204752.0,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,United-States,>50K
49,Private,211585.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,33710.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
49,Private,255454.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
59,Private,181132.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,England,<=50K
29,Private,124589.0,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,146919.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
24,Private,45607.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
32,Private,170050.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,<=50K
21,Private,149176.0,9th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
47,Private,54202.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,<=50K
42,Private,249315.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
23,Private,340330.0,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,20,United-States,<=50K
30,Private,208726.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
38,Private,174789.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,182117.0,Some-college,10,Divorced,Craft-repair,Other-relative,Black,Male,0,0,25,United-States,<=50K
24,Private,152810.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,Germany,<=50K
31,Private,87891.0,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,20,United-States,<=50K
54,Self-emp-inc,38434.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
48,Private,341762.0,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
42,Private,91733.0,Bachelors,13,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,25,United-States,>50K
21,?,94057.0,Masters,14,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,<=50K
53,Private,210029.0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,213409.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
59,Private,499249.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Guatemala,<=50K
53,Private,30267.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
52,Private,29617.0,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
54,Self-emp-inc,180985.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,?,<=50K
20,Federal-gov,257855.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
31,Local-gov,118462.0,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Male,0,0,40,United-States,>50K
54,State-gov,266287.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1876,40,United-States,<=50K
36,Private,273575.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,8854,0,45,United-States,>50K
22,State-gov,197389.0,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,36,United-States,<=50K
25,Private,254746.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
37,Private,53206.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,<=50K
24,Private,159021.0,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
43,Private,70562.0,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,1740,40,El-Salvador,<=50K
35,Private,111020.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,171876.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
65,Self-emp-not-inc,193882.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,6418,0,40,United-States,>50K
53,Private,58582.0,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,1590,80,United-States,<=50K
51,Self-emp-not-inc,104196.0,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
42,Self-emp-not-inc,296967.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
27,Self-emp-not-inc,70767.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Self-emp-not-inc,263568.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,50,United-States,>50K
22,Self-emp-not-inc,332379.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
78,?,106021.0,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,72,United-States,<=50K
28,?,110142.0,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
43,?,350387.0,HS-grad,9,Divorced,?,Unmarried,Black,Female,0,0,35,United-States,<=50K
25,Private,166662.0,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,50,United-States,<=50K
40,Private,131776.0,11th,7,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K
54,?,112607.0,Some-college,10,Married-civ-spouse,?,Husband,White,Male,3464,0,40,United-States,<=50K
38,Private,154076.0,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
43,Private,151023.0,11th,7,Widowed,Exec-managerial,Unmarried,White,Female,0,0,80,United-States,<=50K
25,Private,29617.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,12,United-States,>50K
36,Private,321817.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,74024.0,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
33,Private,174421.0,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,408682.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,?,<=50K
33,Private,80077.0,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,15024,0,50,United-States,>50K
24,?,256526.0,Bachelors,13,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
30,Private,143299.0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
36,Private,242094.0,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,144064.0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,45,United-States,>50K
49,Private,180556.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
51,Private,45937.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,203076.0,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,14344,0,40,United-States,>50K
43,Private,202286.0,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Other,Female,0,0,40,United-States,<=50K
21,Private,222993.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,16,United-States,<=50K
33,Private,162160.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,96509.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,45,Taiwan,<=50K
41,Private,377061.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
37,Federal-gov,195124.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Other,Male,15024,0,40,Puerto-Rico,>50K
24,Private,75155.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
38,Private,108156.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,182117.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
24,Private,197332.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
19,Private,54260.0,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K
29,Private,212800.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
33,Private,200235.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,111939.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,270889.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,118506.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,45,United-States,<=50K
38,Private,313702.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
43,Private,147655.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
47,Private,222654.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
32,Private,177147.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
46,Private,324975.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
59,Private,136873.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,301199.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,State-gov,80945.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,>50K
50,State-gov,198686.0,Bachelors,13,Separated,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
24,Private,109778.0,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
21,Private,263224.0,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,60135.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,186648.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
58,Private,193298.0,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
76,?,60186.0,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,32,United-States,<=50K
49,?,96102.0,Some-college,10,Widowed,?,Unmarried,Black,Female,0,0,20,United-States,<=50K
19,?,57145.0,HS-grad,9,Never-married,?,Other-relative,Black,Male,0,0,60,United-States,<=50K
56,Private,210736.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1740,40,United-States,<=50K
23,Private,249727.0,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Female,0,0,35,United-States,<=50K
24,Private,289748.0,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
32,Local-gov,170458.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
48,Private,240283.0,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Self-emp-inc,347292.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
63,Private,125461.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
49,Private,147655.0,HS-grad,9,Widowed,Sales,Unmarried,Black,Female,0,0,45,United-States,<=50K
61,Private,239576.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
51,State-gov,168981.0,Bachelors,13,Divorced,Sales,Unmarried,Black,Female,0,0,50,United-States,<=50K
36,Private,75024.0,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,80,?,<=50K
17,Private,220589.0,10th,6,Never-married,Sales,Own-child,Black,Female,0,0,30,United-States,<=50K
43,Private,283092.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,37,Jamaica,<=50K
59,Private,288959.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K
61,Private,165599.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,160362.0,Some-college,10,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Federal-gov,203138.0,Some-college,10,Divorced,Craft-repair,Own-child,White,Female,0,0,35,United-States,<=50K
50,Local-gov,174533.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,120429.0,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,120188.0,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
40,Self-emp-not-inc,225330.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,Poland,<=50K
27,Private,26929.0,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
19,?,21276.0,HS-grad,9,Never-married,?,Not-in-family,Black,Female,0,0,56,United-States,<=50K
28,Private,147653.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
42,Local-gov,591711.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,?,>50K
44,Private,256526.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,22,United-States,<=50K
62,Private,86298.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,2174,0,60,United-States,<=50K
40,Private,220155.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,United-States,>50K
53,State-gov,224097.0,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
25,Private,281209.0,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,10,United-States,<=50K
52,Private,166330.0,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,20,United-States,<=50K
46,Private,278322.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,45,United-States,>50K
28,Private,54260.0,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,313506.0,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,167482.0,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,United-States,<=50K
30,Private,221026.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
26,Private,108196.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
66,Private,241951.0,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
25,Private,60186.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
22,Private,195532.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,119409.0,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Other,Male,0,0,15,Columbia,<=50K
42,Federal-gov,193199.0,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Poland,<=50K
